OP;                                                                  CPU; GPU; HPU; COMPOUND; DI_DE; MISSING; TERT; IN_TOPOS; COUNT; TOPOS_LIST
aten::special_shifted_chebyshev_polynomial_u.x_scalar_out;           NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::special_shifted_chebyshev_polynomial_v;                        YES; YES; NO;  NO;       DT_DT; YES;     NO;   NO;           0;
aten::special_shifted_chebyshev_polynomial_v.n_scalar;               NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::special_shifted_chebyshev_polynomial_v.n_scalar_out;           NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::special_shifted_chebyshev_polynomial_v.out;                    YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::special_shifted_chebyshev_polynomial_v.x_scalar;               NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::special_shifted_chebyshev_polynomial_v.x_scalar_out;           NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::special_shifted_chebyshev_polynomial_w;                        YES; YES; NO;  NO;       DT_DT; YES;     NO;   NO;           0;
aten::special_shifted_chebyshev_polynomial_w.n_scalar;               NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::special_shifted_chebyshev_polynomial_w.n_scalar_out;           NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::special_shifted_chebyshev_polynomial_w.out;                    YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::special_shifted_chebyshev_polynomial_w.x_scalar;               NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::special_shifted_chebyshev_polynomial_w.x_scalar_out;           NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::special_sinc;                                                  NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::special_sinc.out;                                              NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::special_softmax;                                               NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::special_spherical_bessel_j0;                                   YES; YES; NO;  NO;       DT_DT; YES;     NO;   NO;           0;
aten::special_spherical_bessel_j0.out;                               YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::special_xlog1py;                                               YES; YES; YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::special_xlog1py.other_scalar;                                  NO;  NO;  YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::special_xlog1py.other_scalar_out;                              NO;  NO;  YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::special_xlog1py.out;                                           YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::special_xlog1py.self_scalar;                                   NO;  NO;  YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::special_xlog1py.self_scalar_out;                               NO;  NO;  YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::special_xlogy;                                                 NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::special_xlogy.other_scalar;                                    NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::special_xlogy.other_scalar_out;                                NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::special_xlogy.out;                                             NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::special_xlogy.self_scalar;                                     NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::special_xlogy.self_scalar_out;                                 NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::special_zeta;                                                  YES; YES; NO;  NO;       DT_DT; YES;     NO;   NO;           0;
aten::special_zeta.other_scalar;                                     NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::special_zeta.other_scalar_out;                                 NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::special_zeta.out;                                              YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::special_zeta.self_scalar;                                      NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::special_zeta.self_scalar_out;                                  NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::split.Tensor;                                                  NO;  NO;  YES; NO;       DT_DT; NO;      YES;  NO;           0;
aten::split.sizes;                                                   NO;  NO;  NO;  YES;      DF_DT; NO;      YES;  NO;           0;
aten::split_copy.Tensor;                                             NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::split_copy.Tensor_out;                                         NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::split_with_sizes;                                              NO;  NO;  YES; NO;       DT_DT; NO;      YES;  NO;           0;
aten::split_with_sizes_copy;                                         NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::split_with_sizes_copy.out;                                     NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::sqrt;                                                          YES; YES; YES; NO;       DT_DT; NO;      YES;  NO;           0;
aten::sqrt.out;                                                      YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::sqrt_;                                                         YES; YES; YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::square;                                                        NO;  NO;  NO;  YES;      DF_DT; NO;      YES;  NO;           0;
aten::square.out;                                                    NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::square_;                                                       NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::squeeze;                                                       NO;  NO;  YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::squeeze.dim;                                                   NO;  NO;  YES; NO;       DT_DT; NO;      YES;  NO;           0;
aten::squeeze.dimname;                                               NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::squeeze.dims;                                                  NO;  NO;  YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::squeeze_;                                                      NO;  NO;  YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::squeeze_.dim;                                                  NO;  NO;  YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::squeeze_.dimname;                                              NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::squeeze_.dims;                                                 NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::squeeze_copy;                                                  NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::squeeze_copy.dim;                                              NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::squeeze_copy.dim_out;                                          NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::squeeze_copy.dims;                                             NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::squeeze_copy.dims_out;                                         NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::squeeze_copy.out;                                              NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::sspaddmm;                                                      NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::sspaddmm.out;                                                  YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::stack;                                                         NO;  NO;  NO;  NO;       DT_DT; NO;      YES;  NO;           0;
aten::stack.out;                                                     NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::std;                                                           NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::std.correction;                                                YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::std.correction_names;                                          NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::std.correction_names_out;                                      NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::std.correction_out;                                            YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::std.dim;                                                       NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::std.names_dim;                                                 NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::std.names_out;                                                 NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::std.out;                                                       NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::std_mean;                                                      NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::std_mean.correction;                                           YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::std_mean.correction_names;                                     NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
